"District","School","Subject","Year","Proficiency"
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","English II","2019%",NA
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","English II","2022%",46
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","English II","2023%",55.3
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Math Grade 3-8","2018%",NA
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Math Grade 3-8","2019%",NA
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Math Grade 3-8","2022%",29.4
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Math Grade 3-8","2023%",36.1
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Reading Grade 3-8","2018%",NA
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Reading Grade 3-8","2019%",NA
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Reading Grade 3-8","2022%",53.5
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Reading Grade 3-8","2023%",58.2
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Science Grade 5&8","2018%",NA
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Science Grade 5&8","2019%",NA
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Science Grade 5&8","2022%",73.8
"Cumberland County Schools","Cumberland Academy 6-12 Virtual School","Science Grade 5&8","2023%",67.7
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Math Grade 3-8","2018%",NA
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Math Grade 3-8","2019%",NA
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Math Grade 3-8","2022%",19.6
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Math Grade 3-8","2023%",29.3
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Reading Grade 3-8","2018%",NA
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Reading Grade 3-8","2019%",NA
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Reading Grade 3-8","2022%",38.2
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Reading Grade 3-8","2023%",41.3
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Science Grade 5&8","2018%",NA
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Science Grade 5&8","2019%",NA
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Science Grade 5&8","2022%",38.8
"Cumberland County Schools","Cumberland Academy K-5 Virtual School","Science Grade 5&8","2023%",61.9
"Charter Schools","Alpha Academy","Biology","2018%",NA
"Charter Schools","Alpha Academy","Biology","2019%",NA
"Charter Schools","Alpha Academy","Biology","2022%",71.4
"Charter Schools","Alpha Academy","Biology","2023%",75
"Charter Schools","Alpha Academy","English II","2018%",NA
"Charter Schools","Alpha Academy","English II","2019%",NA
"Charter Schools","Alpha Academy","English II","2022%",69.2
"Charter Schools","Alpha Academy","English II","2023%",67.6
"Lexington City Schools","Southwest Elementary Global Academy","Math Grade 3-8","2018%",NA
"Lexington City Schools","Southwest Elementary Global Academy","Math Grade 3-8","2019%",NA
"Lexington City Schools","Southwest Elementary Global Academy","Math Grade 3-8","2022%",51.9
"Lexington City Schools","Southwest Elementary Global Academy","Math Grade 3-8","2023%",54.3
"Lexington City Schools","Southwest Elementary Global Academy","Reading Grade 3-8","2018%",NA
"Lexington City Schools","Southwest Elementary Global Academy","Reading Grade 3-8","2019%",NA
"Lexington City Schools","Southwest Elementary Global Academy","Reading Grade 3-8","2022%",39.4
"Lexington City Schools","Southwest Elementary Global Academy","Reading Grade 3-8","2023%",44.6
"Lexington City Schools","Southwest Elementary Global Academy","Science Grade 5&8","2018%",NA
"Lexington City Schools","Southwest Elementary Global Academy","Science Grade 5&8","2019%",NA
"Lexington City Schools","Southwest Elementary Global Academy","Science Grade 5&8","2022%",48.8
"Lexington City Schools","Southwest Elementary Global Academy","Science Grade 5&8","2023%",65.4
"Charter Schools","Davidson Charter Academy","Math Grade 3-8","2018%",NA
"Charter Schools","Davidson Charter Academy","Math Grade 3-8","2019%",NA
"Charter Schools","Davidson Charter Academy","Math Grade 3-8","2022%",36.3
"Charter Schools","Davidson Charter Academy","Math Grade 3-8","2023%",50.5
"Charter Schools","Davidson Charter Academy","Reading Grade 3-8","2018%",NA
"Charter Schools","Davidson Charter Academy","Reading Grade 3-8","2019%",NA
"Charter Schools","Davidson Charter Academy","Reading Grade 3-8","2022%",46.7
"Charter Schools","Davidson Charter Academy","Reading Grade 3-8","2023%",50.2
"Charter Schools","Davidson Charter Academy","Science Grade 5&8","2018%",NA
"Charter Schools","Davidson Charter Academy","Science Grade 5&8","2019%",NA
"Charter Schools","Davidson Charter Academy","Science Grade 5&8","2022%",59.6
"Charter Schools","Davidson Charter Academy","Science Grade 5&8","2023%",69.7
"Davie County Schools","Davie County Virtual School","Math Grade 3-8","2018%",NA
"Davie County Schools","Davie County Virtual School","Math Grade 3-8","2019%",NA
"Davie County Schools","Davie County Virtual School","Math Grade 3-8","2022%",41.4
"Davie County Schools","Davie County Virtual School","Math Grade 3-8","2023%",54.3
"Davie County Schools","Davie County Virtual School","Reading Grade 3-8","2018%",NA
"Davie County Schools","Davie County Virtual School","Reading Grade 3-8","2019%",NA
"Davie County Schools","Davie County Virtual School","Reading Grade 3-8","2022%",63.8
"Davie County Schools","Davie County Virtual School","Reading Grade 3-8","2023%",57.1
"Davie County Schools","Davie County Virtual School","Science Grade 5&8","2018%",NA
"Davie County Schools","Davie County Virtual School","Science Grade 5&8","2019%",NA
"Davie County Schools","Davie County Virtual School","Science Grade 5&8","2022%",74.1
"Davie County Schools","Davie County Virtual School","Science Grade 5&8","2023%",57.1
"Durham Public Schools","Lakeview School","Biology","2018%",NA
"Durham Public Schools","Lakeview School","Biology","2019%",NA
"Durham Public Schools","Lakeview School","Biology","2022%",2.5
"Durham Public Schools","Lakeview School","Biology","2023%",2.5
"Durham Public Schools","Ignite Online Academy","Biology","2018%",NA
"Durham Public Schools","Ignite Online Academy","Biology","2019%",NA
"Durham Public Schools","Ignite Online Academy","Biology","2022%",20
"Durham Public Schools","Ignite Online Academy","Biology","2023%",36.8
"Durham Public Schools","Ignite Online Academy","English II","2018%",NA
"Durham Public Schools","Ignite Online Academy","English II","2019%",NA
"Durham Public Schools","Ignite Online Academy","English II","2022%",45.5
"Durham Public Schools","Ignite Online Academy","English II","2023%",41
"Durham Public Schools","Ignite Online Academy","Math Grade 3-8","2018%",NA
"Durham Public Schools","Ignite Online Academy","Math Grade 3-8","2019%",NA
"Durham Public Schools","Ignite Online Academy","Math Grade 3-8","2022%",18.4
"Durham Public Schools","Ignite Online Academy","Math Grade 3-8","2023%",26.7
"Durham Public Schools","Ignite Online Academy","Reading Grade 3-8","2018%",NA
"Durham Public Schools","Ignite Online Academy","Reading Grade 3-8","2019%",NA
"Durham Public Schools","Ignite Online Academy","Reading Grade 3-8","2022%",41.6
"Durham Public Schools","Ignite Online Academy","Reading Grade 3-8","2023%",40.4
"Durham Public Schools","Ignite Online Academy","Science Grade 5&8","2018%",NA
"Durham Public Schools","Ignite Online Academy","Science Grade 5&8","2019%",NA
"Durham Public Schools","Ignite Online Academy","Science Grade 5&8","2022%",64
"Durham Public Schools","Ignite Online Academy","Science Grade 5&8","2023%",60.7
"Charter Schools","Community School of Digital & Visual Art","Math Grade 3-8","2018%",NA
"Charter Schools","Community School of Digital & Visual Art","Math Grade 3-8","2019%",NA
"Charter Schools","Community School of Digital & Visual Art","Math Grade 3-8","2022%",35.9
"Charter Schools","Community School of Digital & Visual Art","Math Grade 3-8","2023%",40.3
"Charter Schools","Community School of Digital & Visual Art","Reading Grade 3-8","2018%",NA
"Charter Schools","Community School of Digital & Visual Art","Reading Grade 3-8","2019%",NA
"Charter Schools","Community School of Digital & Visual Art","Reading Grade 3-8","2022%",26.7
"Charter Schools","Community School of Digital & Visual Art","Reading Grade 3-8","2023%",29.9
"Charter Schools","Community School of Digital & Visual Art","Science Grade 5&8","2018%",NA
"Charter Schools","Community School of Digital & Visual Art","Science Grade 5&8","2019%",NA
"Charter Schools","Community School of Digital & Visual Art","Science Grade 5&8","2022%",56.5
"Charter Schools","Community School of Digital & Visual Art","Science Grade 5&8","2023%",66.7
"Charter Schools","Excelsior Classical Academy","Biology","2018%",NA
"Charter Schools","Excelsior Classical Academy","Biology","2019%",NA
"Charter Schools","Excelsior Classical Academy","Biology","2022%",33.3
"Charter Schools","Excelsior Classical Academy","Biology","2023%",36
"Charter Schools","Excelsior Classical Academy","English II","2018%",NA
"Charter Schools","Excelsior Classical Academy","English II","2019%",NA
"Charter Schools","Excelsior Classical Academy","English II","2022%",73.7
"Charter Schools","Excelsior Classical Academy","English II","2023%",50
"Charter Schools","Discovery Charter","Math Grade 3-8","2018%",NA
"Charter Schools","Discovery Charter","Math Grade 3-8","2019%",NA
"Charter Schools","Discovery Charter","Math Grade 3-8","2022%",40.2
"Charter Schools","Discovery Charter","Math Grade 3-8","2023%",40.2
"Charter Schools","Discovery Charter","Reading Grade 3-8","2018%",NA
"Charter Schools","Discovery Charter","Reading Grade 3-8","2019%",NA
"Charter Schools","Discovery Charter","Reading Grade 3-8","2022%",58.1
"Charter Schools","Discovery Charter","Reading Grade 3-8","2023%",59.8
"Charter Schools","Discovery Charter","Science Grade 5&8","2018%",NA
"Charter Schools","Discovery Charter","Science Grade 5&8","2019%",NA
"Charter Schools","Discovery Charter","Science Grade 5&8","2022%",81.2
"Charter Schools","Discovery Charter","Science Grade 5&8","2023%",80.6
"Forsyth County Schools","Childrens Center","Math Grade 3-8","2018%",NA
"Forsyth County Schools","Childrens Center","Math Grade 3-8","2019%",NA
"Forsyth County Schools","Childrens Center","Math Grade 3-8","2022%",23.5
"Forsyth County Schools","Childrens Center","Math Grade 3-8","2023%",31.6
"Forsyth County Schools","Childrens Center","Reading Grade 3-8","2018%",NA
"Forsyth County Schools","Childrens Center","Reading Grade 3-8","2019%",NA
"Forsyth County Schools","Childrens Center","Reading Grade 3-8","2022%",11.8
"Forsyth County Schools","Childrens Center","Reading Grade 3-8","2023%",10.5
"Forsyth County Schools","Virtual Academy","Math Grade 3-8","2018%",NA
"Forsyth County Schools","Virtual Academy","Math Grade 3-8","2019%",NA
"Forsyth County Schools","Virtual Academy","Math Grade 3-8","2022%",14.6
"Forsyth County Schools","Virtual Academy","Math Grade 3-8","2023%",20.5
"Forsyth County Schools","Virtual Academy","Reading Grade 3-8","2018%",NA
"Forsyth County Schools","Virtual Academy","Reading Grade 3-8","2019%",NA
"Forsyth County Schools","Virtual Academy","Reading Grade 3-8","2022%",32.6
"Forsyth County Schools","Virtual Academy","Reading Grade 3-8","2023%",36
"Forsyth County Schools","Virtual Academy","Science Grade 5&8","2018%",NA
"Forsyth County Schools","Virtual Academy","Science Grade 5&8","2019%",NA
"Forsyth County Schools","Virtual Academy","Science Grade 5&8","2022%",51.9
"Forsyth County Schools","Virtual Academy","Science Grade 5&8","2023%",55
"Forsyth County Schools","Lewisville Middle","Math Grade 3-8","2018%",NA
"Forsyth County Schools","Lewisville Middle","Math Grade 3-8","2019%",NA
"Forsyth County Schools","Lewisville Middle","Math Grade 3-8","2022%",64.7
"Forsyth County Schools","Lewisville Middle","Math Grade 3-8","2023%",68.5
"Forsyth County Schools","Lewisville Middle","Reading Grade 3-8","2018%",NA
"Forsyth County Schools","Lewisville Middle","Reading Grade 3-8","2019%",NA
"Forsyth County Schools","Lewisville Middle","Reading Grade 3-8","2022%",66.7
"Forsyth County Schools","Lewisville Middle","Reading Grade 3-8","2023%",68.1
"Forsyth County Schools","Lewisville Middle","Science Grade 5&8","2018%",NA
"Forsyth County Schools","Lewisville Middle","Science Grade 5&8","2019%",NA
"Forsyth County Schools","Lewisville Middle","Science Grade 5&8","2022%",89.2
"Forsyth County Schools","Lewisville Middle","Science Grade 5&8","2023%",90.9
"Charter Schools","Carter G. Woodson School","Biology","2018%",NA
"Charter Schools","Carter G. Woodson School","Biology","2019%",NA
"Charter Schools","Carter G. Woodson School","Biology","2022%",12.5
"Charter Schools","Carter G. Woodson School","Biology","2023%",2.5
"Charter Schools","Carter G. Woodson School","English II","2018%",NA
"Charter Schools","Carter G. Woodson School","English II","2019%",NA
"Charter Schools","Carter G. Woodson School","English II","2022%",18.5
"Charter Schools","Carter G. Woodson School","English II","2023%",41.4
"Charter Schools","Carter G. Woodson School","Math Grade 3-8","2018%",NA
"Charter Schools","Carter G. Woodson School","Math Grade 3-8","2019%",NA
"Charter Schools","Carter G. Woodson School","Math Grade 3-8","2022%",23.1
"Charter Schools","Carter G. Woodson School","Math Grade 3-8","2023%",27.6
"Charter Schools","Carter G. Woodson School","Reading Grade 3-8","2018%",NA
"Charter Schools","Carter G. Woodson School","Reading Grade 3-8","2019%",NA
"Charter Schools","Carter G. Woodson School","Reading Grade 3-8","2022%",22.6
"Charter Schools","Carter G. Woodson School","Reading Grade 3-8","2023%",22.2
"Charter Schools","Carter G. Woodson School","Science Grade 5&8","2018%",NA
"Charter Schools","Carter G. Woodson School","Science Grade 5&8","2019%",NA
"Charter Schools","Carter G. Woodson School","Science Grade 5&8","2022%",25.4
"Charter Schools","Carter G. Woodson School","Science Grade 5&8","2023%",35.1
"Gaston County Schools","Gaston Early College of Medical Sciences","Biology","2018%",NA
"Gaston County Schools","Gaston Early College of Medical Sciences","Biology","2019%",NA
"Gaston County Schools","Gaston Early College of Medical Sciences","Biology","2022%",97.5
"Gaston County Schools","Gaston Early College of Medical Sciences","Biology","2023%",94.4
"Gaston County Schools","Gaston Early College of Medical Sciences","English II","2018%",NA
"Gaston County Schools","Gaston Early College of Medical Sciences","English II","2019%",NA
"Gaston County Schools","Gaston Early College of Medical Sciences","English II","2022%",97.5
"Gaston County Schools","Gaston Early College of Medical Sciences","English II","2023%",97.5
"Gaston County Schools","Gaston Virtual Academy","Biology","2018%",NA
"Gaston County Schools","Gaston Virtual Academy","Biology","2019%",NA
"Gaston County Schools","Gaston Virtual Academy","Biology","2022%",31.3
"Gaston County Schools","Gaston Virtual Academy","Biology","2023%",36.8
"Gaston County Schools","Gaston Virtual Academy","English II","2018%",NA
"Gaston County Schools","Gaston Virtual Academy","English II","2019%",NA
"Gaston County Schools","Gaston Virtual Academy","English II","2022%",54.8
"Gaston County Schools","Gaston Virtual Academy","English II","2023%",66.7
"Charter Schools","Ridgeview Charter School","Math Grade 3-8","2018%",NA
"Charter Schools","Ridgeview Charter School","Math Grade 3-8","2019%",NA
"Charter Schools","Ridgeview Charter School","Math Grade 3-8","2022%",10.2
"Charter Schools","Ridgeview Charter School","Math Grade 3-8","2023%",9.4
"Charter Schools","Ridgeview Charter School","Reading Grade 3-8","2018%",NA
"Charter Schools","Ridgeview Charter School","Reading Grade 3-8","2019%",NA
"Charter Schools","Ridgeview Charter School","Reading Grade 3-8","2022%",15.3
"Charter Schools","Ridgeview Charter School","Reading Grade 3-8","2023%",17.1
"Charter Schools","Ridgeview Charter School","Science Grade 5&8","2018%",NA
"Charter Schools","Ridgeview Charter School","Science Grade 5&8","2019%",NA
"Charter Schools","Ridgeview Charter School","Science Grade 5&8","2022%",18.8
"Charter Schools","Ridgeview Charter School","Science Grade 5&8","2023%",21.1
"Charter Schools","Community Public Charter","Math Grade 3-8","2018%",NA
"Charter Schools","Community Public Charter","Math Grade 3-8","2019%",NA
"Charter Schools","Community Public Charter","Math Grade 3-8","2022%",48.1
"Charter Schools","Community Public Charter","Math Grade 3-8","2023%",55.1
"Charter Schools","Community Public Charter","Reading Grade 3-8","2018%",NA
"Charter Schools","Community Public Charter","Reading Grade 3-8","2019%",NA
"Charter Schools","Community Public Charter","Reading Grade 3-8","2022%",42.1
"Charter Schools","Community Public Charter","Reading Grade 3-8","2023%",52.7
"Charter Schools","Community Public Charter","Science Grade 5&8","2018%",NA
"Charter Schools","Community Public Charter","Science Grade 5&8","2019%",NA
"Charter Schools","Community Public Charter","Science Grade 5&8","2022%",35.4
"Charter Schools","Community Public Charter","Science Grade 5&8","2023%",78.6
"Guilford County Schools","Guilford eLearning University Prep","Math Grade 3-8","2018%",NA
"Guilford County Schools","Guilford eLearning University Prep","Math Grade 3-8","2019%",NA
"Guilford County Schools","Guilford eLearning University Prep","Math Grade 3-8","2022%",21.1
"Guilford County Schools","Guilford eLearning University Prep","Math Grade 3-8","2023%",27
"Guilford County Schools","Guilford eLearning University Prep","Reading Grade 3-8","2018%",NA
"Guilford County Schools","Guilford eLearning University Prep","Reading Grade 3-8","2019%",NA
"Guilford County Schools","Guilford eLearning University Prep","Reading Grade 3-8","2022%",40.6
"Guilford County Schools","Guilford eLearning University Prep","Reading Grade 3-8","2023%",41.2
"Guilford County Schools","Guilford eLearning University Prep","Science Grade 5&8","2018%",NA
"Guilford County Schools","Guilford eLearning University Prep","Science Grade 5&8","2019%",NA
"Guilford County Schools","Guilford eLearning University Prep","Science Grade 5&8","2022%",55.7
"Guilford County Schools","Guilford eLearning University Prep","Science Grade 5&8","2023%",66.4
"Charter Schools","Next Generation Academy","Math Grade 3-8","2018%",NA
"Charter Schools","Next Generation Academy","Math Grade 3-8","2019%",NA
"Charter Schools","Next Generation Academy","Math Grade 3-8","2022%",32.8
"Charter Schools","Next Generation Academy","Math Grade 3-8","2023%",38.7
"Charter Schools","Next Generation Academy","Reading Grade 3-8","2018%",NA
"Charter Schools","Next Generation Academy","Reading Grade 3-8","2019%",NA
"Charter Schools","Next Generation Academy","Reading Grade 3-8","2022%",34.3
"Charter Schools","Next Generation Academy","Reading Grade 3-8","2023%",36.3
"Charter Schools","Next Generation Academy","Science Grade 5&8","2018%",NA
"Charter Schools","Next Generation Academy","Science Grade 5&8","2019%",NA
"Charter Schools","Next Generation Academy","Science Grade 5&8","2022%",19.4
"Charter Schools","Next Generation Academy","Science Grade 5&8","2023%",30.2
"Charter Schools","Revolution Academy","Math Grade 3-8","2018%",NA
"Charter Schools","Revolution Academy","Math Grade 3-8","2019%",NA
"Charter Schools","Revolution Academy","Math Grade 3-8","2022%",62.4
"Charter Schools","Revolution Academy","Math Grade 3-8","2023%",64.5
"Charter Schools","Revolution Academy","Reading Grade 3-8","2018%",NA
"Charter Schools","Revolution Academy","Reading Grade 3-8","2019%",NA
"Charter Schools","Revolution Academy","Reading Grade 3-8","2022%",51.7
"Charter Schools","Revolution Academy","Reading Grade 3-8","2023%",56.7
"Charter Schools","Revolution Academy","Science Grade 5&8","2018%",NA
"Charter Schools","Revolution Academy","Science Grade 5&8","2019%",NA
"Charter Schools","Revolution Academy","Science Grade 5&8","2022%",60
"Charter Schools","Revolution Academy","Science Grade 5&8","2023%",74.2
"Charter Schools","Summit Creek Academy","Math Grade 3-8","2018%",NA
"Charter Schools","Summit Creek Academy","Math Grade 3-8","2019%",NA
"Charter Schools","Summit Creek Academy","Math Grade 3-8","2022%",33
"Charter Schools","Summit Creek Academy","Math Grade 3-8","2023%",36
"Charter Schools","Summit Creek Academy","Reading Grade 3-8","2018%",NA
"Charter Schools","Summit Creek Academy","Reading Grade 3-8","2019%",NA
"Charter Schools","Summit Creek Academy","Reading Grade 3-8","2022%",42
"Charter Schools","Summit Creek Academy","Reading Grade 3-8","2023%",44.7
"Charter Schools","Summit Creek Academy","Science Grade 5&8","2018%",NA
"Charter Schools","Summit Creek Academy","Science Grade 5&8","2019%",NA
"Charter Schools","Summit Creek Academy","Science Grade 5&8","2022%",56.9
"Charter Schools","Summit Creek Academy","Science Grade 5&8","2023%",45.3
"Halifax County Schools","Halifax County Early College High","Biology","2018%",NA
"Halifax County Schools","Halifax County Early College High","Biology","2019%",NA
"Halifax County Schools","Halifax County Early College High","Biology","2022%",55.9
"Halifax County Schools","Halifax County Early College High","Biology","2023%",62.5
"Halifax County Schools","Halifax County Early College High","English II","2018%",NA
"Halifax County Schools","Halifax County Early College High","English II","2019%",NA
"Halifax County Schools","Halifax County Early College High","English II","2022%",50
"Halifax County Schools","Halifax County Early College High","English II","2023%",88
"Charter Schools","KIPP Halifax College Preparatory","Math Grade 3-8","2018%",NA
"Charter Schools","KIPP Halifax College Preparatory","Math Grade 3-8","2019%",NA
"Charter Schools","KIPP Halifax College Preparatory","Math Grade 3-8","2022%",14.1
"Charter Schools","KIPP Halifax College Preparatory","Math Grade 3-8","2023%",16.9
"Charter Schools","KIPP Halifax College Preparatory","Reading Grade 3-8","2018%",NA
"Charter Schools","KIPP Halifax College Preparatory","Reading Grade 3-8","2019%",NA
"Charter Schools","KIPP Halifax College Preparatory","Reading Grade 3-8","2022%",25.8
"Charter Schools","KIPP Halifax College Preparatory","Reading Grade 3-8","2023%",21.8
"Charter Schools","KIPP Halifax College Preparatory","Science Grade 5&8","2018%",NA
"Charter Schools","KIPP Halifax College Preparatory","Science Grade 5&8","2019%",NA
"Charter Schools","KIPP Halifax College Preparatory","Science Grade 5&8","2022%",36.4
"Charter Schools","KIPP Halifax College Preparatory","Science Grade 5&8","2023%",21.4
"Charter Schools","Hobgood Charter School","Biology","2018%",NA
"Charter Schools","Hobgood Charter School","Biology","2019%",NA
"Charter Schools","Hobgood Charter School","Biology","2022%",55.6
"Charter Schools","Hobgood Charter School","Biology","2023%",21.1
"Charter Schools","Hobgood Charter School","English II","2018%",NA
"Charter Schools","Hobgood Charter School","English II","2019%",NA
"Charter Schools","Hobgood Charter School","English II","2022%",42.1
"Charter Schools","Hobgood Charter School","English II","2023%",57.9
"Charter Schools","Hobgood Charter School","Math Grade 3-8","2018%",NA
"Charter Schools","Hobgood Charter School","Math Grade 3-8","2019%",NA
"Charter Schools","Hobgood Charter School","Math Grade 3-8","2022%",49.4
"Charter Schools","Hobgood Charter School","Math Grade 3-8","2023%",62.1
"Charter Schools","Hobgood Charter School","Reading Grade 3-8","2018%",NA
"Charter Schools","Hobgood Charter School","Reading Grade 3-8","2019%",NA
"Charter Schools","Hobgood Charter School","Reading Grade 3-8","2022%",55
"Charter Schools","Hobgood Charter School","Reading Grade 3-8","2023%",46.9
"Charter Schools","Hobgood Charter School","Science Grade 5&8","2018%",NA
"Charter Schools","Hobgood Charter School","Science Grade 5&8","2019%",NA
"Charter Schools","Hobgood Charter School","Science Grade 5&8","2022%",64.4
"Charter Schools","Hobgood Charter School","Science Grade 5&8","2023%",72
"Harnett County Schools","Harnett County Early College","Biology","2018%",NA
"Harnett County Schools","Harnett County Early College","Biology","2019%",NA
"Harnett County Schools","Harnett County Early College","Biology","2022%",53.3
"Harnett County Schools","Harnett County Early College","Biology","2023%",62.3
"Harnett County Schools","Harnett County Early College","English II","2018%",NA
"Harnett County Schools","Harnett County Early College","English II","2019%",NA
"Harnett County Schools","Harnett County Early College","English II","2022%",97.5
"Harnett County Schools","Harnett County Early College","English II","2023%",84.8
"Harnett County Schools","Harnett Virtual Academy","English II","2018%",NA
"Harnett County Schools","Harnett Virtual Academy","English II","2019%",NA
"Harnett County Schools","Harnett Virtual Academy","English II","2022%",64.7
"Harnett County Schools","Harnett Virtual Academy","English II","2023%",60
"Harnett County Schools","Harnett Virtual Academy","Math Grade 3-8","2018%",NA
"Harnett County Schools","Harnett Virtual Academy","Math Grade 3-8","2019%",NA
"Harnett County Schools","Harnett Virtual Academy","Math Grade 3-8","2022%",15.9
"Harnett County Schools","Harnett Virtual Academy","Math Grade 3-8","2023%",17.4
"Harnett County Schools","Harnett Virtual Academy","Reading Grade 3-8","2018%",NA
"Harnett County Schools","Harnett Virtual Academy","Reading Grade 3-8","2019%",NA
"Harnett County Schools","Harnett Virtual Academy","Reading Grade 3-8","2022%",52.3
"Harnett County Schools","Harnett Virtual Academy","Reading Grade 3-8","2023%",37
"Harnett County Schools","Harnett Virtual Academy","Science Grade 5&8","2018%",NA
"Harnett County Schools","Harnett Virtual Academy","Science Grade 5&8","2019%",NA
"Harnett County Schools","Harnett Virtual Academy","Science Grade 5&8","2022%",57.1
"Harnett County Schools","Harnett Virtual Academy","Science Grade 5&8","2023%",31.6
"Charter Schools","Achievement Charter Academy","Math Grade 3-8","2018%",NA
"Charter Schools","Achievement Charter Academy","Math Grade 3-8","2019%",NA
"Charter Schools","Achievement Charter Academy","Math Grade 3-8","2022%",17.2
"Charter Schools","Achievement Charter Academy","Math Grade 3-8","2023%",33.3
"Charter Schools","Achievement Charter Academy","Reading Grade 3-8","2018%",NA
"Charter Schools","Achievement Charter Academy","Reading Grade 3-8","2019%",NA
"Charter Schools","Achievement Charter Academy","Reading Grade 3-8","2022%",34.5
"Charter Schools","Achievement Charter Academy","Reading Grade 3-8","2023%",31.7
"Charter Schools","Achievement Charter Academy","Science Grade 5&8","2018%",NA
"Charter Schools","Achievement Charter Academy","Science Grade 5&8","2019%",NA
"Charter Schools","Achievement Charter Academy","Science Grade 5&8","2022%",18.2
"Charter Schools","Achievement Charter Academy","Science Grade 5&8","2023%",23.8
"Charter Schools","Shining Rock Classical Academy","Math Grade 3-8","2018%",NA
"Charter Schools","Shining Rock Classical Academy","Math Grade 3-8","2019%",NA
"Charter Schools","Shining Rock Classical Academy","Math Grade 3-8","2022%",48.1
"Charter Schools","Shining Rock Classical Academy","Math Grade 3-8","2023%",51
"Charter Schools","Shining Rock Classical Academy","Reading Grade 3-8","2018%",NA
"Charter Schools","Shining Rock Classical Academy","Reading Grade 3-8","2019%",NA
"Charter Schools","Shining Rock Classical Academy","Reading Grade 3-8","2022%",55.5
"Charter Schools","Shining Rock Classical Academy","Reading Grade 3-8","2023%",55.8
"Charter Schools","Shining Rock Classical Academy","Science Grade 5&8","2018%",NA
"Charter Schools","Shining Rock Classical Academy","Science Grade 5&8","2019%",NA
"Charter Schools","Shining Rock Classical Academy","Science Grade 5&8","2022%",81.8
"Charter Schools","Shining Rock Classical Academy","Science Grade 5&8","2023%",65.8
"Charter Schools","FernLeaf","Math Grade 3-8","2018%",NA
"Charter Schools","FernLeaf","Math Grade 3-8","2019%",NA
"Charter Schools","FernLeaf","Math Grade 3-8","2022%",42.3
"Charter Schools","FernLeaf","Math Grade 3-8","2023%",47.7
"Charter Schools","FernLeaf","Reading Grade 3-8","2018%",NA
"Charter Schools","FernLeaf","Reading Grade 3-8","2019%",NA
"Charter Schools","FernLeaf","Reading Grade 3-8","2022%",58.3
"Charter Schools","FernLeaf","Reading Grade 3-8","2023%",64
"Charter Schools","FernLeaf","Science Grade 5&8","2018%",NA
"Charter Schools","FernLeaf","Science Grade 5&8","2019%",NA
"Charter Schools","FernLeaf","Science Grade 5&8","2022%",84.5
"Charter Schools","FernLeaf","Science Grade 5&8","2023%",88.4
"Iredell-Statesville Schools","Agriculture and Science Early College","Biology","2018%",NA
"Iredell-Statesville Schools","Agriculture and Science Early College","Biology","2019%",NA
"Iredell-Statesville Schools","Agriculture and Science Early College","Biology","2022%",70.2
"Iredell-Statesville Schools","Agriculture and Science Early College","Biology","2023%",78.8
"Iredell-Statesville Schools","Woodland Heights Middle","Math Grade 3-8","2018%",NA
"Iredell-Statesville Schools","Woodland Heights Middle","Math Grade 3-8","2019%",NA
"Iredell-Statesville Schools","Woodland Heights Middle","Math Grade 3-8","2022%",70.7
"Iredell-Statesville Schools","Woodland Heights Middle","Math Grade 3-8","2023%",75.5
"Iredell-Statesville Schools","Woodland Heights Middle","Reading Grade 3-8","2018%",NA
"Iredell-Statesville Schools","Woodland Heights Middle","Reading Grade 3-8","2019%",NA
"Iredell-Statesville Schools","Woodland Heights Middle","Reading Grade 3-8","2022%",62.8
"Iredell-Statesville Schools","Woodland Heights Middle","Reading Grade 3-8","2023%",62.5
"Iredell-Statesville Schools","Woodland Heights Middle","Science Grade 5&8","2018%",NA
"Iredell-Statesville Schools","Woodland Heights Middle","Science Grade 5&8","2019%",NA
"Iredell-Statesville Schools","Woodland Heights Middle","Science Grade 5&8","2022%",85.1
